num_articles;start;stop;elapsed;rate
10;2022-10-10T21:44:04.991Z;2022-10-10T21:44:05.011Z;.020000000;500.000
10;2022-10-10T21:44:18.287Z;2022-10-10T21:44:18.295Z;.008000000;1250.000
10;2022-10-10T21:44:31.553Z;2022-10-10T21:44:31.561Z;.008000000;1250.000
10;2022-10-10T21:44:44.934Z;2022-10-10T21:44:44.955Z;.021000000;476.190
10;2022-10-10T21:44:58.237Z;2022-10-10T21:44:58.259Z;.022000000;454.545
10;2022-10-10T21:45:11.490Z;2022-10-10T21:45:11.512Z;.022000000;454.545
10;2022-10-10T21:45:24.649Z;2022-10-10T21:45:24.656Z;.007000000;1428.571
10;2022-10-10T21:45:37.879Z;2022-10-10T21:45:37.901Z;.022000000;454.545
10;2022-10-10T21:45:51.115Z;2022-10-10T21:45:51.124Z;.009000000;1111.111
10;2022-10-10T21:46:04.284Z;2022-10-10T21:46:04.293Z;.009000000;1111.111
10;2022-10-10T21:46:17.424Z;2022-10-10T21:46:17.446Z;.022000000;454.545
10;2022-10-10T21:46:30.673Z;2022-10-10T21:46:30.679Z;.006000000;1666.666
10;2022-10-10T21:46:43.945Z;2022-10-10T21:46:43.965Z;.020000000;500.000
10;2022-10-10T21:46:57.177Z;2022-10-10T21:46:57.198Z;.021000000;476.190
10;2022-10-10T21:47:10.440Z;2022-10-10T21:47:10.448Z;.008000000;1250.000
10;2022-10-10T21:47:23.771Z;2022-10-10T21:47:23.778Z;.007000000;1428.571
10;2022-10-10T21:47:37.024Z;2022-10-10T21:47:37.045Z;.021000000;476.190
10;2022-10-10T21:47:50.241Z;2022-10-10T21:47:50.250Z;.009000000;1111.111
10;2022-10-10T21:48:03.453Z;2022-10-10T21:48:03.461Z;.008000000;1250.000
10;2022-10-10T21:48:16.663Z;2022-10-10T21:48:16.671Z;.008000000;1250.000
10;2022-10-10T21:48:29.887Z;2022-10-10T21:48:29.899Z;.012000000;833.333
10;2022-10-10T21:48:43.074Z;2022-10-10T21:48:43.081Z;.007000000;1428.571
10;2022-10-10T21:48:56.241Z;2022-10-10T21:48:56.261Z;.020000000;500.000
10;2022-10-10T21:49:09.519Z;2022-10-10T21:49:09.526Z;.007000000;1428.571
10;2022-10-10T21:49:22.704Z;2022-10-10T21:49:22.724Z;.020000000;500.000
10;2022-10-10T21:49:35.964Z;2022-10-10T21:49:35.972Z;.008000000;1250.000
10;2022-10-10T21:49:49.153Z;2022-10-10T21:49:49.173Z;.020000000;500.000
10;2022-10-10T21:50:02.291Z;2022-10-10T21:50:02.303Z;.012000000;833.333
10;2022-10-10T21:50:15.486Z;2022-10-10T21:50:15.491Z;.005000000;2000.000
10;2022-10-10T21:50:28.763Z;2022-10-10T21:50:28.770Z;.007000000;1428.571
10;2022-10-10T21:50:41.950Z;2022-10-10T21:50:41.959Z;.009000000;1111.111
10;2022-10-10T21:50:55.162Z;2022-10-10T21:50:55.183Z;.021000000;476.190
10;2022-10-10T21:51:08.453Z;2022-10-10T21:51:08.476Z;.023000000;434.782
10;2022-10-10T21:51:21.851Z;2022-10-10T21:51:21.857Z;.006000000;1666.666
10;2022-10-10T21:51:35.112Z;2022-10-10T21:51:35.117Z;.005000000;2000.000
10;2022-10-10T21:51:48.255Z;2022-10-10T21:51:48.276Z;.021000000;476.190
10;2022-10-10T21:52:01.490Z;2022-10-10T21:52:01.507Z;.017000000;588.235
10;2022-10-10T21:52:14.766Z;2022-10-10T21:52:14.772Z;.006000000;1666.666
10;2022-10-10T21:52:27.929Z;2022-10-10T21:52:27.951Z;.022000000;454.545
10;2022-10-10T21:52:41.123Z;2022-10-10T21:52:41.143Z;.020000000;500.000
10;2022-10-10T21:52:54.437Z;2022-10-10T21:52:54.457Z;.020000000;500.000
10;2022-10-10T21:53:07.753Z;2022-10-10T21:53:07.773Z;.020000000;500.000
10;2022-10-10T21:53:21.105Z;2022-10-10T21:53:21.126Z;.021000000;476.190
10;2022-10-10T21:53:34.329Z;2022-10-10T21:53:34.338Z;.009000000;1111.111
10;2022-10-10T21:53:47.578Z;2022-10-10T21:53:47.583Z;.005000000;2000.000
10;2022-10-10T21:54:00.850Z;2022-10-10T21:54:00.866Z;.016000000;625.000
10;2022-10-10T21:54:14.068Z;2022-10-10T21:54:14.076Z;.008000000;1250.000
10;2022-10-10T21:54:27.267Z;2022-10-10T21:54:27.277Z;.010000000;1000.000
10;2022-10-10T21:54:40.545Z;2022-10-10T21:54:40.553Z;.008000000;1250.000
10;2022-10-10T21:54:53.708Z;2022-10-10T21:54:53.721Z;.013000000;769.230
100;2022-10-10T22:04:57.937Z;2022-10-10T22:04:58.002Z;.065000000;1538.461
100;2022-10-10T22:05:15.164Z;2022-10-10T22:05:15.253Z;.089000000;1123.595
100;2022-10-10T22:05:32.333Z;2022-10-10T22:05:32.420Z;.087000000;1149.425
100;2022-10-10T22:05:49.268Z;2022-10-10T22:05:49.333Z;.065000000;1538.461
100;2022-10-10T22:06:06.332Z;2022-10-10T22:06:06.379Z;.047000000;2127.659
100;2022-10-10T22:06:23.493Z;2022-10-10T22:06:23.543Z;.050000000;2000.000
